ubigeo	entidad	municipio	parroquia	lat	lon	capital
030102	Anzoátegui	Anaco	San Joaquin	9.30941920	-64.48370580	f
030103	Anzoátegui	Anaco	Buena vista	9.38374020	-64.50591470	f
030202	Anzoátegui	Aragua	Cachipo	8.96666700	-64.63333290	f
032102	Anzoátegui	Diego Bautista Urbaneja	El Morro	10.20639690	-64.70586990	f
030302	Anzoátegui	Fernando de Peñalver	San Miguel	9.90099400	-64.98751100	f
032101	Anzoátegui	Diego Bautista Urbaneja	Diego Bautista Urbaneja	10.17559900	-64.68225090	t
030402	Anzoátegui	Francisco del Carmen Carvajal	Santa Barbara	9.89796270	-65.61831820	f
020102	Amazonas	Alto Orinoco	Marawaka	2.51221980	-64.71624150	f
030502	Anzoátegui	Francisco de Miranda	Atapirire	8.42759600	-64.36685900	f
030503	Anzoátegui	Francisco de Miranda	Boca del Pao	8.11765400	-64.30307800	f
030504	Anzoátegui	Francisco de Miranda	El Pao	8.11765400	-64.30307800	f
030505	Anzoátegui	Francisco de Miranda	Mucura	8.59130730	-63.95861110	f
020103	Amazonas	Alto Orinoco	Mavaca	2.51221980	-64.71624150	f
020104	Amazonas	Alto Orinoco	Sierra Parima	2.51221980	-64.71624150	f
030702	Anzoátegui	Independencia	Mamo	8.44408200	-63.01918000	f
020201	Amazonas	Atabapo	Ucata	3.89234430	-66.80819790	f
030802	Anzoátegui	Juan Antonio Sotillo	Pozuelos	10.18840810	-64.64166100	f
030902	Anzoátegui	Juan Manuel Cajigal	San Pablo	9.53204720	-65.14325180	f
020202	Amazonas	Atabapo	Yapacana	3.89234430	-66.80819790	f
031102	Anzoátegui	Libertad	El Carito	9.78714170	-64.74143120	f
031103	Anzoátegui	Libertad	Santa Ines	9.90485330	-64.35344800	f
020401	Amazonas	Autana	Samariapo	5.14334280	-67.57085360	f
031202	Anzoátegui	Manuel Ezequiel Bruzual	Guanape	9.94722220	-65.52277780	f
031203	Anzoátegui	Manuel Ezequiel Bruzual	Sabana de Uchire	10.01714510	-65.52028750	f
031602	Anzoátegui	San Juan de Capistrano	Boca de Chavez	10.08333300	-65.38333290	f
020402	Amazonas	Autana	Sipapo	5.14334280	-67.57085360	f
031702	Anzoátegui	Santa Ana	Pueblo Nuevo	9.30645350	-64.66290530	f
020403	Amazonas	Autana	Munduapo	5.14334280	-67.57085360	f
032002	Anzoátegui	Sir Arthur Mc Gregor	Tomas Alfaro Calatrava	8.59130730	-63.95861110	f
020404	Amazonas	Autana	Guayapo	5.14334280	-67.57085360	f
070201	Bolívar	Cedeño	Seccion Capital Cedeño	6.81371510	-66.23671720	f
070202	Bolívar	Cedeño	Altagracia	7.86666700	-65.55000000	f
070203	Bolívar	Cedeño	Ascension Farreras	6.81371510	-66.23671720	f
070204	Bolívar	Cedeño	Guaniamo	7.63833890	-66.16816320	f
070206	Bolívar	Cedeño	Pijiguaos	6.57213280	-66.81117570	f
070401	Bolívar	Gran Sabana	Seccion Capital Gran Sabana	5.34717990	-61.70056500	f
070402	Bolívar	Gran Sabana	Ikabaru	4.60151410	-61.10850510	f
070501	Bolívar	Heres	Agua Salada	8.12123060	-63.58128130	f
070502	Bolívar	Heres	Catedral	8.12737760	-63.54445980	f
070504	Bolívar	Heres	La Sabanita	8.12061990	-63.55995610	f
070505	Bolívar	Heres	Marhuanta	8.10182460	-63.46850650	f
070506	Bolívar	Heres	Vista Hermosa	8.11017220	-63.53487770	f
070507	Bolívar	Heres	Orinoco	8.14577550	-63.54273320	f
070508	Bolívar	Heres	Panapana	8.23333300	-63.25000000	f
070509	Bolívar	Heres	Zea	8.14444530	-63.54667210	f
031902	Anzoátegui	Simón Rodríguez	Miguel Otero Silva	8.87864450	-64.23656340	f
020501	Amazonas	Maroa	Victorino	2.70056040	-66.80819790	f
031002	Anzoátegui	José Gregorio Monagas	Piar	8.17427320	-64.90595500	f
031003	Anzoátegui	José Gregorio Monagas	San Diego de Cabrutica	8.41666400	-64.88694000	f
031004	Anzoátegui	José Gregorio Monagas	Santa Clara	8.49804550	-64.61402200	f
020502	Amazonas	Maroa	Comunidad	2.70056040	-66.80819790	f
031302	Anzoátegui	Pedro María Freites	Libertador	8.90850460	-64.17887920	f
031303	Anzoátegui	Pedro María Freites	Santa Rosa	9.58051770	-64.29721890	f
031304	Anzoátegui	Pedro María Freites	Urica	9.70378070	-64.00663690	f
020602	Amazonas	Manapiare	Medio Ventuari	4.90983820	-65.47573600	f
031402	Anzoátegui	Píritu	San Francisco	10.04589620	-65.03348130	f
070101	Bolívar	Caroní	Cachamay	8.30705770	-62.70520160	f
070102	Bolívar	Caroní	Chirica	8.33276720	-62.64441200	f
070103	Bolívar	Caroní	Dalla Costa	8.33976500	-62.69491560	f
070106	Bolívar	Caroní	Unare	8.27948260	-62.75073550	f
070107	Bolívar	Caroní	Universidad	8.35297030	-62.67724470	f
070105	Bolívar	Caroní	Simón Bolívar	8.35583480	-62.66920310	f
070601	Bolívar	Piar	Seccion Capital Piar	7.39018750	-62.63835240	f
070602	Bolívar	Piar	Andres Eloy Blanco	8.01111840	-62.40174570	f
070701	Bolívar	Bolivariano Angostura	Seccion Capital Angostura	9.90332000	-75.11846000	f
070702	Bolívar	Bolivariano Angostura	Barceloneta	9.90332000	-75.11846000	f
070703	Bolívar	Bolivariano Angostura	San Francisco	7.08646110	-63.63373180	f
070704	Bolívar	Bolivariano Angostura	Santa Barbara	7.34562220	-63.27098190	f
070801	Bolívar	Roscio	Seccion Capital Roscio	6.95914160	-61.98139130	f
070802	Bolívar	Roscio	Salom	6.95914160	-61.98139130	f
070902	Bolívar	Sifontes	Dalla Costa	6.98121190	-61.14031960	f
070301	Bolívar	El Callao	El Callao	7.34574080	-61.82922060	f
110401	Falcón	Cacique Manaure	Yaracal	10.97179490	-68.54558210	f
070903	Bolívar	Sifontes	San Isidro	6.15949060	-61.43041510	f
071001	Bolívar	Sucre	Seccion Capital Sucre	2.03826700	-76.92543490	f
071002	Bolívar	Sucre	Aripao	7.36666700	-65.08333300	f
020603	Amazonas	Manapiare	Bajo Ventuari	4.90983820	-65.47573600	f
020701	Amazonas	Rio Negro	Solano	-2.05884870	-60.40229720	f
020702	Amazonas	Rio Negro	Casiquiare	-2.05884870	-60.40229720	f
020703	Amazonas	Rio Negro	Cocuy	-2.05884870	-60.40229720	f
020301	Amazonas	Atures	Fernando Giron Tovar	5.67871700	-67.28478750	f
071003	Bolívar	Sucre	Guarataro	7.45000000	-64.80000000	f
071005	Bolívar	Sucre	Moitaco	8.00780500	-64.34326400	f
110101	Falcón	Acosta	San Juan de los Cayos	11.17379690	-68.40994450	f
110102	Falcón	Acosta	Capadare	11.15730650	-68.57315650	f
110103	Falcón	Acosta	La Pastora	11.19246000	-68.62102500	f
110104	Falcón	Acosta	Libertador	11.21671370	-68.57241120	f
110301	Falcón	Buchivacoa	Capatarida	11.17178300	-70.62038400	f
110303	Falcón	Buchivacoa	Borojo	11.06915000	-70.79630300	f
110304	Falcón	Buchivacoa	Guajiro	11.06724090	-70.63883190	f
110305	Falcón	Buchivacoa	Seque	11.01734690	-70.82958200	f
110306	Falcón	Buchivacoa	Zazarida	11.24438990	-70.47471600	f
110501	Falcón	Carirubana	Carirubana	11.69457520	-70.21925330	f
110502	Falcón	Carirubana	Norte	11.74589320	-69.90738880	f
110504	Falcón	Carirubana	Santa Ana	11.78267840	-69.94758950	f
110601	Falcón	Colina	La Vela de Coro	11.45897620	-69.56485380	f
110602	Falcón	Colina	Acurigua	11.30349150	-69.46250580	f
110603	Falcón	Colina	Guaibacoa	11.41937190	-69.46135700	f
110604	Falcón	Colina	Las Calderas	11.42017290	-69.62443520	f
110801	Falcón	Democracia	Pedregal	11.02402980	-70.11878830	f
110802	Falcón	Democracia	Agua Clara	11.16029000	-69.98082000	f
110803	Falcón	Democracia	Avaria	10.94333330	-70.28472220	f
110804	Falcón	Democracia	Piedra Grande	10.85000000	-69.93333300	f
110805	Falcón	Democracia	Purureche	10.85000000	-70.05000000	f
110901	Falcón	Falcon	Pueblo Nuevo	11.94982420	-69.91632250	f
110903	Falcón	Falcon	Baraived	11.88700070	-69.85527350	f
110904	Falcón	Falcon	Buena Vista	11.87487250	-69.94177750	f
110905	Falcón	Falcon	Jadacaquiva	11.90088980	-70.09338590	f
110906	Falcón	Falcon	Moruy	11.81948530	-69.98778790	f
110907	Falcón	Falcon	Adaure	11.85962020	-70.01756300	f
110908	Falcón	Falcon	El Hato	11.94950280	-69.83889360	f
111001	Falcón	Federacion	Churuguara	10.81287680	-69.54102020	f
111002	Falcón	Federacion	Agua Larga	10.88746300	-69.73320000	f
111003	Falcón	Federacion	El Pauji	10.81258280	-69.61793050	f
111004	Falcón	Federacion	Independencia	10.86391030	-69.62145620	f
111005	Falcón	Federacion	Maparari	10.79684720	-69.44419000	f
111101	Falcón	Jacura	Jacura	11.07388900	-68.85641500	f
111103	Falcón	Jacura	Araurima	10.93883490	-68.66380300	f
111201	Falcón	Los Taques	Los Taques	11.79195000	-70.23594700	f
111202	Falcón	Los Taques	Judibana	11.76366200	-70.19023170	f
111301	Falcón	Mauroa	Mene de Mauroa	10.68022000	-71.03453800	f
111302	Falcón	Mauroa	Casigua	11.01991000	-71.00470000	f
111401	Falcón	Miranda	San Antonio	11.28027700	-69.88810000	f
111402	Falcón	Miranda	San Gabriel	11.34006550	-69.88307450	f
111403	Falcón	Miranda	Santa Ana	11.39460400	-69.68103380	f
111404	Falcón	Miranda	Guzman Guillermo	11.34006550	-69.88307450	f
112502	Falcón	Zamora	La Cienaga	11.45394800	-69.36476100	f
112504	Falcón	Zamora	Pueblo Cumarebo	11.45445400	-69.31952690	f
112505	Falcón	Zamora	Zazarida	11.35886090	-69.33543170	f
031801	Anzoátegui	Simón Bolívar	El Carmen	10.08921040	-64.67275180	f
031802	Anzoátegui	Simón Bolívar	San Cristobal	8.90697720	-64.24852270	f
031803	Anzoátegui	Simón Bolívar	Bergantin	10.01734050	-64.36380720	f
031804	Anzoátegui	Simón Bolívar	Caigua	9.95058380	-64.84888080	f
031806	Anzoátegui	Simón Bolívar	Naricual	10.07819620	-64.61994690	f
231901	Zulia	Simón Bolívar	Manuel Manrique	10.30731380	-71.31117730	f
231902	Zulia	Simón Bolívar	Rafael Maria Baralt	10.20243630	-71.30357090	f
231903	Zulia	Simón Bolívar	Rafael Urdaneta	10.67123360	-71.64271540	f
130702	Lara	Simón Planas	Buria	9.89030790	-68.96153300	f
130703	Lara	Simón Planas	Gustavo Vegas Leon	9.88979570	-69.04933640	f
070108	Bolívar	Caroní	Vista al Sol	8.35120890	-62.62366330	f
070109	Bolívar	Caroní	Pozo Verde	8.16614790	-62.64863540	f
070110	Bolívar	Caroní	Yocoima	35.25619370	-88.98783890	f
070111	Bolívar	Caroní	Cinco de Julio	8.36131580	-62.66170500	f
140302	Mérida	Antonio Pinto Salinas	Mesa Bolívar	8.47364880	-71.59761630	f
110201	Falcón	Bolívar	San Luis	11.10573140	-69.71454430	f
110202	Falcón	Bolívar	Aracua	10.98222310	-69.58868680	f
120906	Guárico	Jose Tadeo Monagas	San Rafael de Orituco	9.81978400	-66.40631820	f
020302	Amazonas	Atures	Luis Alberto Gomez	5.67871700	-67.28478750	f
121002	Guárico	Ortiz	San Francisco de Tiznado	9.51800020	-67.60810660	f
121003	Guárico	Ortiz	San Jose de Tiznado	9.37968110	-67.56340310	f
121004	Guárico	Ortiz	San Lorenzo de Tiznado	9.62011240	-67.29074650	f
121202	Guárico	Juan German Roscio	Cantagallo	9.78805550	-67.41887230	f
121203	Guárico	Juan German Roscio	Parapara	9.70560770	-67.29110030	f
121301	Guárico	San Jose de Guaribe	San Jose de Guaribe	9.86354360	-65.81147720	f
020303	Amazonas	Atures	Parhueña	5.67871700	-67.28478750	f
121402	Guárico	Santa Maria de Ipire	Altamira	8.81804000	-65.31919170	f
110701	Falcón	Dabajuro	Dabajuro	11.01839050	-70.68028500	f
140101	Mérida	Alberto Adriani	Presidente Betancourt	8.61705430	-71.66307510	f
140102	Mérida	Alberto Adriani	Presidente Paez	8.61705430	-71.66307510	f
140104	Mérida	Alberto Adriani	Gabriel Picon Gonzalez	8.60681030	-71.71479510	f
140105	Mérida	Alberto Adriani	Hector Amable Mora	8.60681030	-71.71479510	f
140106	Mérida	Alberto Adriani	Jose Nucete Sardi	8.74083540	-71.65254740	f
140107	Mérida	Alberto Adriani	Pulido Mendez	8.60681030	-71.71479510	f
140303	Mérida	Antonio Pinto Salinas	Mesa de Las Palmas	8.41797780	-71.58574780	f
140802	Mérida	Cardenal Quintero	Las Piedras	8.89043670	-70.63802940	f
140902	Mérida	Guaraque	Mesa de Quintero	8.09306400	-71.61843100	f
140903	Mérida	Guaraque	Rio Negro	8.21862990	-71.67714700	f
141002	Mérida	Julio Cesar Salas	Palmira	9.12029300	-70.86570700	f
141102	Mérida	Justo Briceño	San Cristobal de Torondoy	9.03944800	-71.01017000	f
141201	Mérida	Libertador	Antonio Spinetti Dini	8.61277670	-71.14782230	f
141202	Mérida	Libertador	Arias	8.59448350	-71.14791690	f
141203	Mérida	Libertador	Caracciolo Parra Perez	8.59883160	-71.18346930	f
141204	Mérida	Libertador	Domingo Peña	8.57664780	-71.15970500	f
141205	Mérida	Libertador	El Llano	8.59386740	-71.15005040	f
141206	Mérida	Libertador	Gonzalo Picon Febres	8.67118660	-71.10920120	f
141207	Mérida	Libertador	Jacinto Plaza	8.56150900	-71.17158730	f
141208	Mérida	Libertador	Juan Rodriguez  Suarez	8.55745560	-71.19535090	f
141209	Mérida	Libertador	Lasso de la Vega	8.60131250	-71.19064940	f
141210	Mérida	Libertador	Mariano Picon Salas	8.60625460	-71.17455790	f
141211	Mérida	Libertador	Milla	8.60252460	-71.13965280	f
141212	Mérida	Libertador	Osuna Rodriguez	8.57903630	-71.20723210	f
141213	Mérida	Libertador	Sagrario	8.59534780	-71.14039550	f
141214	Mérida	Libertador	El Morro	8.44112200	-71.18814900	f
141215	Mérida	Libertador	Los Nevados	8.46059790	-71.08066500	f
141302	Mérida	Miranda	Andres Eloy Blanco	8.98303420	-70.73949330	f
141303	Mérida	Miranda	La Venta	8.93333300	-70.81666700	f
141304	Mérida	Miranda	Piñango	9.03009400	-70.88341500	f
141402	Mérida	Obispo Ramos de Lora	Eloy Paredes	8.86527950	-71.40618760	f
141403	Mérida	Obispo Ramos de Lora	San Rafael de Alcazar	8.86527950	-71.40618760	f
141802	Mérida	Rivas Davila	Geronimo Maldonado	8.21351270	-71.83341450	f
142002	Mérida	Sucre	Chiguara	8.48913630	-71.53826980	f
142003	Mérida	Sucre	Estanques	8.46188520	-71.51749610	f
142004	Mérida	Sucre	La Trampa	8.54095460	-71.45739390	f
142005	Mérida	Sucre	Pueblo Nuevo del Sur	8.43537310	-71.42058640	f
142006	Mérida	Sucre	San Juan	8.50248490	-71.35571650	f
142101	Mérida	Tovar	El Amparo	8.35704990	-71.76564000	f
142103	Mérida	Tovar	San Francisco	8.28736660	-71.73259080	f
142104	Mérida	Tovar	Tovar	8.32793340	-71.75928250	f
142202	Mérida	Tulio Febres Cordero	Independencia	9.05891150	-71.07354760	f
142203	Mérida	Tulio Febres Cordero	Maria de la Concepcion Palacios Blanco	9.05891150	-71.07354760	f
142204	Mérida	Tulio Febres Cordero	Santa Apolonia	8.98713100	-71.06552100	f
141501	Mérida	Padre Noguera	Santa María de Caparo	7.76666700	-71.46666700	f
141601	Mérida	Pueblo Llano	Pueblo Llano	8.91424870	-70.65885640	f
141901	Mérida	Santos Marquina	Tabay	8.63232210	-71.06760500	f
200201	Táchira	Antonio Romulo Costa	Las Mesas	8.17136380	-72.17123090	f
200101	Táchira	Andres Bello	Cordero	7.85535850	-72.18011560	f
201001	Táchira	Guásimos	Palmira	7.86511840	-72.22453500	f
201801	Táchira	Michelena	Michelena	7.95743440	-72.24526170	f
010101	Distrito Capital	Bolivariano Libertador	Altagracia	10.48729050	-66.88483360	f
202401	Táchira	Seboruco	Seboruco	8.14563760	-72.07245620	f
202501	Táchira	Simón Rodríguez	San Simón	8.34816000	-71.85849000	f
202701	Táchira	Torbes	San Josecito	7.73518600	-72.16475490	f
220201	Yaracuy	Bolívar	Aroa	10.43120950	-68.89285580	f
202101	Táchira	Rafael Urdaneta	Delicias	7.56832110	-72.44504670	f
200401	Táchira	Bolívar	San Antonio del Táchira	7.81438380	-72.44060870	f
201301	Táchira	Jose Maria Vargas	El Cobre	8.01725300	-72.06163040	f
010102	Distrito Capital	Bolivariano Libertador	Antimano	10.48056410	-66.95448690	f
200303	Táchira	Ayacucho	San Pedro del Rio	7.99632120	-72.26746710	f
200501	Táchira	Cardenas	Cardenas	7.83942170	-72.18178140	f
200502	Táchira	Cardenas	Amenodoro Rangel Lamus	7.80832490	-72.11791690	f
200503	Táchira	Cardenas	La Florida	7.78333300	-72.05000000	f
200701	Táchira	Fernandez Feo	Fernandez Feo	7.53282380	-71.99940670	f
200702	Táchira	Fernandez Feo	Alberto Adriani	7.53282380	-71.99940670	f
200703	Táchira	Fernandez Feo	Santo Domingo	7.56854480	-72.01570460	f
200901	Táchira	Garcia de Hevia	Garcia de Hevia	8.23732380	-72.26864810	f
200902	Táchira	Garcia de Hevia	Boca de Grita	8.38128290	-72.28375000	f
201201	Táchira	Jauregui	Jauregui	8.21790300	-71.92827810	f
201202	Táchira	Jauregui	Emilio Constantino Guerrero	8.21790300	-71.92827810	f
201203	Táchira	Jauregui	Monseñor Miguel Antonio Salas	8.21790300	-71.92827810	f
201402	Táchira	Junin	La Petrolea	7.63871690	-72.32371310	f
201403	Táchira	Junin	Quinimari	7.61207040	-72.40214230	f
201501	Táchira	Libertad	Libertad	7.86031310	-72.35479150	f
201502	Táchira	Libertad	Cipriano Castro	7.86031310	-72.35479150	f
201503	Táchira	Libertad	Manuel Felipe Rugeles	7.74196090	-72.24082040	f
201601	Táchira	Libertador	Libertador	7.78845280	-72.23404940	f
201603	Táchira	Libertador	Doradas	7.76466880	-72.21107760	f
201604	Táchira	Libertador	San Joaquin de Navay	7.54573000	-71.50827000	f
201701	Táchira	Lobatera	Lobatera	7.93006160	-72.24674210	f
201702	Táchira	Lobatera	Constitucion	7.93006160	-72.24674210	f
201901	Táchira	Panamericano	Panamericano	8.39272250	-72.03627900	f
201902	Táchira	Panamericano	La Palmita	9.53874560	-70.63197890	f
202002	Táchira	Pedro Maria Ureña	Nueva Arcadia	7.92162850	-72.44356740	f
202201	Táchira	Samuel Dario Maldonado	Samuel Dario Maldonado	8.14563760	-72.07245620	f
201102	Táchira	Capacho Nuevo	Juan German Roscio	7.91370010	-72.14161320	f
201103	Táchira	Capacho Nuevo	Roman Cárdenas	7.91370010	-72.14161320	f
202202	Táchira	Samuel Dario Maldonado	Bocono	8.48407220	-71.92383200	f
202203	Táchira	Samuel Dario Maldonado	Hernandez	8.39246300	-71.83758500	f
202301	Táchira	San Cristobal	La Concordia	7.75460810	-72.23193760	f
202302	Táchira	San Cristobal	Pedro Maria Morantes	7.77135720	-72.22614660	f
202303	Táchira	San Cristobal	San Juan Bautista	7.77135720	-72.22614660	f
202305	Táchira	San Cristobal	Dr Francisco Romero Lobo	7.77135720	-72.22614660	f
202601	Táchira	Sucre	Sucre	7.76373310	-72.20595830	f
202602	Táchira	Sucre	Eleazar Lopez Contreras	7.84588970	-72.02311250	f
202603	Táchira	Sucre	San Pablo	7.82693530	-71.97718080	f
202801	Táchira	Uribante	Uribante	7.84305560	-71.78500000	f
202802	Táchira	Uribante	Cardenas	7.65671960	-72.08983890	f
202804	Táchira	Uribante	Potosi	7.95407200	-71.64798700	f
110203	Falcón	Bolívar	La Peña	11.10475900	-69.74820690	f
170502	Nueva Esparta	Gómez	Bolívar	10.90145030	-64.09982260	f
200402	Táchira	Bolívar	Palotal	7.85616550	-72.44060870	f
200403	Táchira	Bolívar	Juan Vicente Gomez	7.83999600	-72.43968200	f
200404	Táchira	Bolívar	Isaias Medina Angarita	7.77372330	-72.23085370	f
170503	Nueva Esparta	Gómez	Guevara	11.05122860	-63.90837480	f
170505	Nueva Esparta	Gómez	Sucre	11.06977670	-63.92604490	f
121102	Guárico	José Félix Ribas	San Rafael de Laya	9.57325540	-65.62426030	f
130505	Lara	Morán	Humocaro Alto	9.60634940	-69.98927670	f
130506	Lara	Morán	Humocaro Bajo	9.67561410	-69.97587750	f
130507	Lara	Morán	La Candelaria	9.76881490	-69.81208940	f
130508	Lara	Morán	Moran	9.79552460	-69.79311340	f
130501	Lara	Morán	Bolívar	9.68055420	-69.97167210	f
201401	Táchira	Junin	Junin	7.70539970	-72.34838650	f
200601	Táchira	Cordoba	Santa Ana del Táchira	7.64379120	-72.28967090	f
010103	Distrito Capital	Bolivariano Libertador	Candelaria	10.48729050	-66.88483360	f
010105	Distrito Capital	Bolivariano Libertador	Catedral	10.47760820	-66.92731930	f
010106	Distrito Capital	Bolivariano Libertador	Coche	10.44783870	-66.92309100	f
010107	Distrito Capital	Bolivariano Libertador	El Junquito	10.47760820	-66.92731930	f
010108	Distrito Capital	Bolivariano Libertador	EL Paraiso	10.47487970	-66.94537530	f
010109	Distrito Capital	Bolivariano Libertador	El Recreo	10.47760820	-66.92731930	f
010110	Distrito Capital	Bolivariano Libertador	El Valle	10.45998200	-66.91874520	f
010112	Distrito Capital	Bolivariano Libertador	La Vega	10.44633490	-66.94332770	f
010113	Distrito Capital	Bolivariano Libertador	Macarao	10.47760820	-66.92731930	f
050601	Aragua	Jose Rafael Revenga	El Consejo	10.23853730	-67.27584910	f
051001	Aragua	San Sebastián	San Sebastián	9.94559380	-67.17157390	f
010114	Distrito Capital	Bolivariano Libertador	San Agustin	10.48729050	-66.88483360	f
020101	Amazonas	Alto Orinoco	Huachamacare	2.51221980	-64.71624150	f
050501	Aragua	José Félix Ribas	Urbana Juan Vicente Bolívar y Ponte	10.19282320	-67.33246020	f
050502	Aragua	José Félix Ribas	Urbana Castor Nieves Rios	10.19282320	-67.33246020	f
